1.000000000000000000e+00 0.000000000000000000e+00
9.975399999999999823e-01 1.779999999999999898e-03
9.907000000000000250e-01 3.139999999999999996e-03
9.803699999999999637e-01 5.170000000000000116e-03
9.669799999999999507e-01 7.769999999999999997e-03
9.504399999999999515e-01 1.090999999999999956e-02
9.306400000000000228e-01 1.456999999999999962e-02
9.077499999999999458e-01 1.864999999999999991e-02
8.820200000000000262e-01 2.305000000000000104e-02
8.537000000000000144e-01 2.766000000000000056e-02
8.230899999999999883e-01 3.237999999999999906e-02
7.904799999999999605e-01 3.710000000000000103e-02
7.561600000000000543e-01 4.175999999999999851e-02
7.204300000000000148e-01 4.626999999999999863e-02
6.835900000000000309e-01 5.057999999999999996e-02
6.459399999999999586e-01 5.462999999999999801e-02
6.077799999999999869e-01 5.834999999999999909e-02
5.693700000000000427e-01 6.171000000000000096e-02
5.309899999999999620e-01 6.465999999999999526e-02
4.926499999999999768e-01 6.714000000000000523e-02
4.543499999999999761e-01 6.911000000000000476e-02
4.163799999999999724e-01 7.054000000000000548e-02
3.788699999999999846e-01 7.144000000000000350e-02
3.420400000000000107e-01 7.185999999999999333e-02
3.060899999999999732e-01 7.180000000000000271e-02
2.711999999999999966e-01 7.119000000000000328e-02
2.376000000000000056e-01 6.993000000000000604e-02
2.054900000000000060e-01 6.791999999999999427e-02
1.750400000000000011e-01 6.504999999999999671e-02
1.464799999999999991e-01 6.128000000000000114e-02
1.199899999999999994e-01 5.661999999999999672e-02
9.575999999999999790e-02 5.113000000000000184e-02
7.395000000000000184e-02 4.490999999999999853e-02
5.467999999999999944e-02 3.812000000000000111e-02
3.810999999999999804e-02 3.098000000000000059e-02
2.433000000000000093e-02 2.374000000000000069e-02
1.337999999999999953e-02 1.661999999999999936e-02
5.479999999999999628e-03 9.889999999999999486e-03
9.799999999999999684e-04 3.820000000000000045e-03
0.000000000000000000e+00 -3.000000000000000076e-05
9.799999999999999684e-04 -3.320000000000000034e-03
5.479999999999999628e-03 -6.949999999999999581e-03
1.337999999999999953e-02 -9.560000000000000789e-03
2.433000000000000093e-02 -1.127000000000000050e-02
3.810999999999999804e-02 -1.223999999999999914e-02
5.467999999999999944e-02 -1.255999999999999998e-02
7.395000000000000184e-02 -1.229000000000000058e-02
9.575999999999999790e-02 -1.152000000000000073e-02
1.199899999999999994e-01 -1.033000000000000064e-02
1.464799999999999991e-01 -8.819999999999999715e-03
1.750400000000000011e-01 -7.089999999999999948e-03
2.054900000000000060e-01 -5.219999999999999814e-03
2.376000000000000056e-01 -3.229999999999999798e-03
2.711999999999999966e-01 -1.149999999999999981e-03
3.060899999999999732e-01 1.020000000000000073e-03
3.420400000000000107e-01 3.299999999999999982e-03
3.788699999999999846e-01 5.629999999999999588e-03
4.163799999999999724e-01 7.919999999999999957e-03
4.543499999999999761e-01 1.001999999999999939e-02
4.926499999999999768e-01 1.176999999999999921e-02
5.309899999999999620e-01 1.310000000000000053e-02
5.693700000000000427e-01 1.396999999999999978e-02
6.077799999999999869e-01 1.439999999999999961e-02
6.459399999999999586e-01 1.439999999999999961e-02
6.835900000000000309e-01 1.401999999999999948e-02
7.204300000000000148e-01 1.331000000000000065e-02
7.561600000000000543e-01 1.233000000000000068e-02
7.904799999999999605e-01 1.114000000000000060e-02
8.230899999999999883e-01 9.799999999999999684e-03
8.537000000000000144e-01 8.359999999999999376e-03
8.820200000000000262e-01 6.879999999999999831e-03
9.077499999999999458e-01 5.400000000000000286e-03
9.306400000000000228e-01 3.980000000000000031e-03
9.504399999999999515e-01 2.650000000000000012e-03
9.669799999999999507e-01 1.459999999999999926e-03
9.803699999999999637e-01 4.099999999999999912e-04
9.907000000000000250e-01 -4.600000000000000139e-04
9.975399999999999823e-01 -1.069999999999999988e-03
1.000000000000000000e+00 0.000000000000000000e+00
