1.000000000000000000e+00 0.000000000000000000e+00
9.964399999999999924e-01 2.300000000000000070e-04
9.861299999999999510e-01 1.199999999999999895e-03
9.698499999999999899e-01 3.020000000000000115e-03
9.480600000000000138e-01 5.360000000000000181e-03
9.208600000000000119e-01 8.080000000000000376e-03
8.885300000000000420e-01 1.133999999999999939e-02
8.516000000000000236e-01 1.524999999999999967e-02
8.106799999999999562e-01 1.980000000000000163e-02
7.664100000000000357e-01 2.493000000000000077e-02
7.195000000000000284e-01 3.051999999999999852e-02
6.706199999999999939e-01 3.638000000000000261e-02
6.204800000000000315e-01 4.227999999999999814e-02
5.697499999999999787e-01 4.794999999999999957e-02
5.190700000000000314e-01 5.301999999999999769e-02
4.688700000000000090e-01 5.707000000000000267e-02
4.194300000000000250e-01 5.983999999999999736e-02
3.710200000000000164e-01 6.122999999999999970e-02
3.238900000000000112e-01 6.126999999999999807e-02
2.783900000000000263e-01 6.013000000000000289e-02
2.350099999999999967e-01 5.795999999999999763e-02
1.942200000000000037e-01 5.482000000000000067e-02
1.564500000000000057e-01 5.077999999999999875e-02
1.220699999999999980e-01 4.592999999999999861e-02
9.142000000000000126e-02 4.034000000000000086e-02
6.481000000000000649e-02 3.411999999999999755e-02
4.247000000000000081e-02 2.739000000000000115e-02
2.460999999999999993e-02 2.033000000000000085e-02
1.137999999999999949e-02 1.314000000000000064e-02
2.969999999999999984e-03 6.130000000000000032e-03
0.000000000000000000e+00 0.000000000000000000e+00
2.969999999999999984e-03 -6.130000000000000032e-03
1.137999999999999949e-02 -1.314000000000000064e-02
2.460999999999999993e-02 -2.033000000000000085e-02
4.247000000000000081e-02 -2.739000000000000115e-02
6.481000000000000649e-02 -3.411999999999999755e-02
9.142000000000000126e-02 -4.034000000000000086e-02
1.220699999999999980e-01 -4.592999999999999861e-02
1.564500000000000057e-01 -5.077999999999999875e-02
1.942200000000000037e-01 -5.482000000000000067e-02
2.350099999999999967e-01 -5.795999999999999763e-02
2.783900000000000263e-01 -6.013000000000000289e-02
3.238900000000000112e-01 -6.126999999999999807e-02
3.710200000000000164e-01 -6.122999999999999970e-02
4.194300000000000250e-01 -5.983999999999999736e-02
4.688700000000000090e-01 -5.707000000000000267e-02
5.190700000000000314e-01 -5.301999999999999769e-02
5.697499999999999787e-01 -4.794999999999999957e-02
6.204800000000000315e-01 -4.227999999999999814e-02
6.706199999999999939e-01 -3.638000000000000261e-02
7.195000000000000284e-01 -3.051999999999999852e-02
7.664100000000000357e-01 -2.493000000000000077e-02
8.106799999999999562e-01 -1.980000000000000163e-02
8.516000000000000236e-01 -1.524999999999999967e-02
8.885300000000000420e-01 -1.133999999999999939e-02
9.208600000000000119e-01 -8.080000000000000376e-03
9.480600000000000138e-01 -5.360000000000000181e-03
9.698499999999999899e-01 -3.020000000000000115e-03
9.861299999999999510e-01 -1.199999999999999895e-03
9.964399999999999924e-01 -2.300000000000000070e-04
1.000000000000000000e+00 0.000000000000000000e+00
