1.000000000000000000e+00 0.000000000000000000e+00
9.915199999999999569e-01 8.999999999999999754e-04
9.793100000000000138e-01 1.729999999999999984e-03
9.635700000000000376e-01 3.259999999999999877e-03
9.456200000000000161e-01 5.400000000000000286e-03
9.267900000000000027e-01 7.900000000000000772e-03
9.076199999999999823e-01 1.063000000000000056e-02
8.887199999999999545e-01 1.337999999999999953e-02
8.704899999999999860e-01 1.614000000000000157e-02
8.549299999999999677e-01 1.882999999999999952e-02
8.399799999999999489e-01 2.343999999999999903e-02
8.231199999999999628e-01 2.937000000000000027e-02
8.058600000000000207e-01 3.500999999999999945e-02
7.878899999999999793e-01 4.093999999999999723e-02
7.695999999999999508e-01 4.685999999999999888e-02
7.511799999999999589e-01 5.263000000000000317e-02
7.328099999999999614e-01 5.813999999999999724e-02
7.144300000000000095e-01 6.336999999999999578e-02
6.960699999999999665e-01 6.826999999999999735e-02
6.776999999999999691e-01 7.280999999999999972e-02
6.592700000000000227e-01 7.698000000000000675e-02
6.407699999999999507e-01 8.078000000000000458e-02
6.221700000000000008e-01 8.422999999999999932e-02
6.034800000000000164e-01 8.731999999999999484e-02
5.847099999999999520e-01 9.007999999999999341e-02
5.658499999999999641e-01 9.252000000000000501e-02
5.469100000000000072e-01 9.464000000000000190e-02
5.279099999999999904e-01 9.647000000000000020e-02
5.088500000000000245e-01 9.800999999999999990e-02
4.897599999999999731e-01 9.926999999999999713e-02
4.706500000000000128e-01 1.002500000000000058e-01
4.515299999999999869e-01 1.009599999999999942e-01
4.323799999999999866e-01 1.013899999999999940e-01
4.132299999999999862e-01 1.015500000000000014e-01
3.940699999999999759e-01 1.014400000000000024e-01
3.749299999999999855e-01 1.010599999999999971e-01
3.558100000000000152e-01 1.004000000000000031e-01
3.366999999999999993e-01 9.944999999999999674e-02
3.176200000000000134e-01 9.822999999999999787e-02
2.985599999999999921e-01 9.672999999999999654e-02
2.795400000000000107e-01 9.493999999999999662e-02
2.605799999999999783e-01 9.285999999999999810e-02
2.416899999999999882e-01 9.048000000000000487e-02
2.228999999999999870e-01 8.777999999999999692e-02
2.042100000000000026e-01 8.475000000000000588e-02
1.856299999999999895e-01 8.136999999999999789e-02
1.671799999999999953e-01 7.761999999999999456e-02
1.489000000000000046e-01 7.348999999999999977e-02
1.308300000000000018e-01 6.895999999999999353e-02
1.130300000000000055e-01 6.399000000000000521e-02
9.554999999999999605e-02 5.854999999999999788e-02
7.850000000000000033e-02 5.262000000000000011e-02
6.214000000000000079e-02 4.621999999999999720e-02
4.687000000000000194e-02 3.937999999999999834e-02
3.330999999999999933e-02 3.230999999999999844e-02
2.225999999999999854e-02 2.549999999999999836e-02
1.412000000000000061e-02 1.946000000000000160e-02
8.470000000000000098e-03 1.434000000000000032e-02
4.619999999999999975e-03 1.004000000000000031e-02
2.060000000000000199e-03 6.320000000000000097e-03
5.100000000000000366e-04 3.000000000000000062e-03
0.000000000000000000e+00 -8.000000000000000654e-05
6.199999999999999999e-04 -3.050000000000000194e-03
2.500000000000000052e-03 -5.960000000000000020e-03
5.610000000000000403e-03 -8.619999999999999191e-03
1.004999999999999991e-02 -1.106000000000000039e-02
1.621999999999999831e-02 -1.328999999999999973e-02
2.492000000000000118e-02 -1.538999999999999917e-02
3.712000000000000022e-02 -1.742000000000000146e-02
5.278999999999999665e-02 -1.932999999999999996e-02
7.055000000000000160e-02 -2.100000000000000130e-02
8.924999999999999600e-02 -2.237000000000000099e-02
1.083800000000000041e-01 -2.348000000000000087e-02
1.277500000000000024e-01 -2.441000000000000114e-02
1.472400000000000098e-01 -2.520999999999999977e-02
1.667899999999999938e-01 -2.588999999999999982e-02
1.863799999999999901e-01 -2.648000000000000007e-02
2.060099999999999987e-01 -2.697000000000000092e-02
2.256700000000000095e-01 -2.740000000000000074e-02
2.453700000000000048e-01 -2.775999999999999995e-02
2.650899999999999923e-01 -2.807000000000000120e-02
2.848300000000000276e-01 -2.835000000000000020e-02
3.045900000000000274e-01 -2.859000000000000083e-02
3.243400000000000172e-01 -2.880999999999999880e-02
3.441000000000000170e-01 -2.898999999999999841e-02
3.638600000000000168e-01 -2.914999999999999883e-02
3.836300000000000265e-01 -2.928000000000000047e-02
4.033999999999999808e-01 -2.937000000000000027e-02
4.231800000000000006e-01 -2.945000000000000048e-02
4.429600000000000204e-01 -2.951000000000000151e-02
4.627299999999999747e-01 -2.954999999999999988e-02
4.824899999999999745e-01 -2.955999999999999947e-02
5.022400000000000198e-01 -2.954000000000000029e-02
5.219599999999999795e-01 -2.946999999999999967e-02
5.416800000000000503e-01 -2.936000000000000068e-02
5.614000000000000101e-01 -2.920000000000000026e-02
5.811300000000000354e-01 -2.900000000000000147e-02
6.008700000000000152e-01 -2.876000000000000084e-02
6.205899999999999750e-01 -2.849000000000000143e-02
6.402700000000000058e-01 -2.816000000000000100e-02
6.599500000000000366e-01 -2.775999999999999995e-02
6.796200000000000019e-01 -2.730000000000000135e-02
6.992800000000000127e-01 -2.679000000000000131e-02
7.189299999999999580e-01 -2.620000000000000107e-02
7.385399999999999743e-01 -2.553000000000000061e-02
7.581499999999999906e-01 -2.477999999999999994e-02
7.777500000000000524e-01 -2.393999999999999947e-02
7.973400000000000487e-01 -2.300999999999999920e-02
8.169100000000000250e-01 -2.199999999999999872e-02
8.363899999999999668e-01 -2.087999999999999926e-02
8.557700000000000307e-01 -1.963000000000000161e-02
8.750599999999999490e-01 -1.819000000000000131e-02
8.942200000000000149e-01 -1.655999999999999833e-02
9.130899999999999572e-01 -1.469999999999999953e-02
9.314299999999999802e-01 -1.248999999999999937e-02
9.491500000000000492e-01 -9.749999999999999986e-03
9.661999999999999478e-01 -6.550000000000000266e-03
9.809999999999999831e-01 -3.720000000000000216e-03
9.919200000000000239e-01 -1.440000000000000091e-03
1.000000000000000000e+00 0.000000000000000000e+00
